Column1,ID,Year,h,K,M,Y
3563,119,193,2,203.4847,29.09211,43.07425
3564,119,194,2,188.2233,29.49126,57.01941
3565,119,195,2,174.1066,150.9795,295.0271
3566,119,196,2,161.0486,176.8614,221.9025
3567,119,197,2,148.9699,94.16999,146.6348
3568,119,198,2,137.7972,60.86559,130.8186
3569,119,199,2,127.4624,125.2486,279.1751
3570,119,200,2,117.9027,227.1794,575.4832
3571,120,171,2,63.69398,98.47652,152.6996
3572,120,172,2,58.91693,92.14655,182.7207
3573,120,173,2,54.49816,49.09797,111.1435
3574,120,174,2,50.4108,33.12748,77.05193
3575,120,175,2,46.62999,40.22543,65.77499
3576,120,176,2,43.13274,58.01593,101.9283
3577,120,177,2,39.89778,33.1584,53.8678
3578,120,178,2,36.90545,21.03977,36.39405
3579,120,179,2,34.13754,27.43756,33.45668
3580,120,180,2,31.57722,26.39168,27.20395
3581,120,181,2,29.20893,41.29254,54.48576
3582,120,182,2,27.01826,42.50114,47.09734
3583,120,183,2,24.99189,43.25699,63.43821
3584,120,184,2,23.39674,25.11946,43.08513
3585,120,185,2,21.64198,21.37741,24.5334
3586,120,186,2,20.01883,22.35108,40.95038
3587,120,187,2,18.51742,9.129946,16.08828
3588,120,188,2,17.12861,26.54172,53.57525
3589,120,189,2,15.84546,41.20281,76.4718
3590,120,190,2,26.41734,31.20136,48.67562
3591,120,191,2,24.43604,28.1257,27.39646
3592,120,192,2,22.60334,19.76846,28.1364
3593,120,193,2,20.90809,23.77328,42.21506
3594,120,194,2,19.33998,11.68198,11.92868
3595,120,195,2,17.88948,19.04117,20.06204
3596,120,196,2,16.54777,29.56637,51.17197
3597,120,197,2,15.30962,19.28218,22.21556
3598,120,198,2,14.1614,65.68486,82.65556
3599,120,199,2,104.3442,340.519,615.8688
3600,120,200,2,160.9865,429.8719,479.9847
3601,121,171,2,329.3815,464.3145,1020.438
3602,121,172,2,304.6779,404.6407,657.9872
3603,121,173,2,281.827,235.5637,233.1859
3604,121,174,2,260.69,336.3401,441.5218
3605,121,175,2,241.1382,695.8835,855.1429
3606,121,176,2,235.2917,1045.464,971.3849
3607,121,177,2,384.6416,3425.648,8422.712
3608,121,178,2,1519.148,5999.999,8438.518
3609,121,179,2,1465.586,5921.04,10319.26
3610,121,180,2,1362.585,1851.202,2380.376
3611,121,181,2,1260.392,674.0379,606.1536
3612,121,182,2,1165.862,349.4998,566.4532
3613,121,183,2,1078.422,353.7599,262.7714
3614,121,184,2,997.5408,296.9299,665.022
3615,121,185,2,922.7253,648.4067,636.0241
3616,121,186,2,853.5209,223.6054,329.1767
3617,121,187,2,789.5068,125.6806,144.1929
3618,121,188,2,730.2938,138.3758,165.9242
3619,121,189,2,675.5218,145.4684,196.774
3620,121,190,2,624.8576,257.82,457.3061
3621,121,191,2,577.9933,285.8308,647.2768
3622,121,192,2,534.6438,691.4604,695.7593
3623,121,193,2,494.5455,603.8669,632.3743
3624,121,194,2,457.4546,378.7423,635.4905
3625,121,195,2,423.1455,177.067,282.6805
3626,121,196,2,391.4096,308.0596,973.9323
3627,121,197,2,362.0539,524.2179,632.6311
3628,121,198,2,334.8998,595.7765,981.0906
3629,121,199,2,309.7823,909.5877,1125.745
3630,121,200,2,301.0297,943.2778,1175.214
3631,122,171,2,122.067,106.7317,165.4196
3632,122,172,2,112.912,161.1774,313.6965
3633,122,173,2,104.4436,247.6949,654.442
3634,122,174,2,101.164,135.7779,245.7927
3635,122,175,2,93.5767,74.10141,135.3791
3636,122,176,2,86.55845,88.89343,150.054
3637,122,177,2,80.06656,142.4467,218.7594
3638,122,178,2,74.82535,180.3428,255.373
3639,122,179,2,82.18979,522.5063,1360.118
3640,122,180,2,400.7372,1522.706,1660.588
3641,122,181,2,397.4499,459.5865,891.0126
3642,122,182,2,367.6411,484.563,629.595
3643,122,183,2,340.0681,217.3054,460.1323
3644,122,184,2,314.563,309.9019,430.1873
3645,122,185,2,290.9707,777.3719,1351.874
3646,122,186,2,275.2478,842.1336,1476.908
3647,122,187,2,278.7943,510.8803,1757.404
3648,122,188,2,257.8847,669.0043,1184.94
3649,122,189,2,241.8131,910.8087,763.1721
3650,122,190,2,369.5216,671.0967,931.2547
3651,122,191,2,341.8075,417.3492,1280.911
3652,122,192,2,316.1719,447.2532,658.8182
3653,122,193,2,292.459,740.5521,890.7806
3654,122,194,2,273.6682,583.7282,869.6852
3655,122,195,2,253.143,596.1769,789.8336
3656,122,196,2,234.1573,331.5493,702.5423
3657,122,197,2,216.5955,197.8179,327.1133
3658,122,198,2,200.3508,182.6172,201.0663
3659,122,199,2,185.3245,76.75426,157.9334
3660,122,200,2,171.4252,322.7389,387.7116
3661,123,171,5,322.2821,1143.305,1498.328
3662,123,172,5,273.9398,433.7549,635.9344
3663,123,173,5,232.8488,451.4152,701.1203
3664,123,174,5,197.9215,210.4968,419.6949
3665,123,175,5,168.2333,407.7398,802.6876
3666,123,176,5,142.9983,252.6674,303.1901
3667,123,177,5,121.5485,544.4546,900.7974
3668,123,178,5,103.3163,418.9282,607.9427
3669,123,179,5,87.81882,161.2929,252.3872
3670,123,180,5,74.646,69.08212,100.0157
3671,123,181,5,63.4491,141.6036,241.4619
3672,123,182,5,53.93173,57.71549,81.25819
3673,123,183,5,45.84197,30.14473,47.16326
3674,123,184,5,38.96568,48.9243,43.63575
3675,123,185,5,33.12082,21.99324,27.32392
3676,123,186,5,28.1527,20.33034,39.79076
3677,123,187,5,23.9298,58.64229,72.81252
3678,123,188,5,20.34033,15.26818,26.13571
3679,123,189,5,17.28928,29.96983,41.41454
3680,123,190,5,14.69589,20.01219,23.03102
3681,123,191,5,12.4915,14.28498,29.02343
3682,123,192,5,10.61778,8.226833,8.23641
3683,123,193,5,9.025111,3.753698,6.73942
3684,123,194,5,7.671344,6.568895,7.476381
3685,123,195,5,6.520643,12.21452,16.24502
3686,123,196,5,5.542546,10.4963,17.65238
3687,123,197,5,4.711164,13.85479,21.25943
3688,123,198,5,4.12319,10.15824,20.06887
3689,123,199,5,3.504711,3.855982,5.801922
3690,123,200,5,2.979005,2.195516,3.767051
3691,124,171,3,459.6721,509.9888,712.1136
3692,124,172,3,413.7049,525.4384,840.8895
3693,124,173,3,372.3344,365.7865,544.6124
3694,124,174,3,335.101,633.3717,1359.702
3695,124,175,3,301.5909,774.7661,1563.569
3696,124,176,3,271.4318,764.1069,1628.462
3697,124,177,3,244.2886,318.6151,541.3864
3698,124,178,3,219.8597,492.0181,552.6705
3699,124,179,3,197.8738,197.2981,381.4047
3700,124,180,3,178.0864,317.0777,399.4715
3701,124,181,3,160.2778,175.4573,320.3055
3702,124,182,3,144.25,450.0834,835.7105
3703,124,183,3,130.2986,343.7439,771.9205
3704,124,184,3,117.2687,137.4474,198.7124
3705,124,185,3,105.5418,181.5595,365.8849
3706,124,186,3,94.98765,76.56116,113.2905
3707,124,187,3,85.48888,63.277,73.54663
3708,124,188,3,76.93999,48.4857,73.9912
3709,124,189,3,69.24599,89.91892,194.7138
3710,124,190,3,62.3214,165.3532,341.299
3711,124,191,3,56.08926,135.6374,332.8145
3712,124,192,3,50.58127,179.11,335.6788
3713,124,193,3,54.9533,195.4385,343.4588
3714,124,194,3,57.73889,111.7338,143.9972
3715,124,195,3,51.965,266.8337,439.699
3716,124,196,3,113.0057,162.2742,238.459
3717,124,197,3,101.7051,196.4385,304.6437
3718,124,198,3,91.53459,63.72076,135.4628
3719,124,199,3,82.38113,44.9663,78.15175
3720,124,200,3,74.14302,106.03,116.7604
3721,125,171,5,209.6541,280.7206,581.4924
3722,125,172,5,178.206,254.8667,479.8758
3723,125,173,5,151.4751,163.9807,218.7973
3724,125,174,5,128.7538,219.7634,503.3066
3725,125,175,5,109.4407,114.363,97.19678
3726,125,176,5,93.02464,379.4902,779.9553
3727,125,177,5,79.07094,196.8218,298.6418
3728,125,178,5,67.2103,324.3217,462.2286
3729,125,179,5,59.57561,265.9738,480.6439
3730,125,180,5,51.04162,510.8477,502.6237
3731,125,181,5,153.9406,708.6556,574.0273
3732,125,182,5,130.8495,561.0349,749.8024
3733,125,183,5,111.2221,328.1776,734.1481
3734,125,184,5,94.53876,348.3217,351.7522
3735,125,185,5,80.35794,254.2787,323.2207
3736,125,186,5,68.30425,269.515,485.5135
3737,125,187,5,58.05861,124.7711,183.743
3738,125,188,5,49.34982,45.85318,66.08549
3739,125,189,5,41.94735,45.10906,72.67913
3740,125,190,5,35.65525,76.90648,124.6173
3741,125,191,5,30.30696,64.01893,83.72321
3742,125,192,5,25.76092,124.2668,260.3387
3743,125,193,5,25.73648,76.02956,106.3708
3744,125,194,5,21.87601,46.27036,110.1529
3745,125,195,5,18.59461,53.8841,64.56836
3746,125,196,5,15.80542,28.43963,45.48355
3747,125,197,5,13.4346,12.40529,27.15784
3748,125,198,5,11.41941,16.55407,25.46095
3749,125,199,5,9.706502,19.8529,32.19658
3750,125,200,5,8.250527,8.699604,15.743
3751,126,171,3,95.24383,213.9054,339.5794
3752,126,172,3,85.71944,230.7135,227.9266
3753,126,173,3,77.19605,201.0592,395.4771
3754,126,174,3,69.47645,80.95488,78.27053
3755,126,175,3,62.5288,48.13621,107.0761
3756,126,176,3,56.27592,66.25172,75.69173
3757,126,177,3,50.64833,42.37861,72.38938
3758,126,178,3,45.5835,18.78545,26.41561
3759,126,179,3,41.02515,29.56594,82.52181
3760,126,180,3,36.92263,62.08104,99.63896
3761,126,181,3,33.23037,50.89343,92.72993
3762,126,182,3,29.90733,21.35305,39.47693
3763,126,183,3,26.9166,13.85848,21.95899
3764,126,184,3,24.22494,17.51307,34.74189
3765,126,185,3,21.80245,8.340809,9.773216
3766,126,186,3,19.6222,6.48918,11.83511
3767,126,187,3,17.65998,12.66532,19.69442
3768,126,188,3,15.89398,8.582114,15.42599
3769,126,189,3,14.30459,7.037538,12.86488
3770,126,190,3,12.87413,21.65893,20.59407
3771,126,191,3,11.58671,24.7169,51.54092
3772,126,192,3,11.03217,25.46677,23.51184
3773,126,193,3,11.68124,47.16823,102.2658
3774,126,194,3,29.74458,232.4792,261.7921
3775,126,195,3,208.3629,414.8525,755.6783
3776,126,196,3,187.5266,542.1415,826.4012
3777,126,197,3,168.7739,778.2823,1073.781
3778,126,198,3,198.8033,825.3597,801.5759
3779,126,199,3,194.598,719.6136,698.9183
3780,126,200,3,179.4231,600.6312,661.9061
3781,127,171,5,16.41257,32.43452,40.97311
3782,127,172,5,13.95069,99.46395,140.7769
3783,127,173,5,39.85942,141.9798,199.1238
3784,127,174,5,33.88051,90.79871,113.3393
3785,127,175,5,28.79843,86.57582,104.7776
3786,127,176,5,24.47867,45.91448,73.19294
3787,127,177,5,20.80687,148.0888,342.6672
3788,127,178,5,52.33182,168.245,263.5319
3789,127,179,5,44.48205,168.3336,190.0422
3790,127,180,5,37.80974,326.1561,747.9772
3791,127,181,5,126.4418,710.2584,1320.429
3792,127,182,5,117.3552,991.4175,2074.29
3793,127,183,5,185.7653,1582.722,2831.45
3794,127,184,5,280.9037,930.2712,1063.5
3795,127,185,5,238.7682,501.8716,771.2369
3796,127,186,5,202.953,402.0022,512.9359
3797,127,187,5,172.51,94.22231,133.2999
3798,127,188,5,146.6335,57.91012,54.32211
3799,127,189,5,124.6385,29.83426,43.03842
3800,127,190,5,105.9427,35.0343,57.96989
3801,127,191,5,90.05131,46.94196,77.21439
3802,127,192,5,76.54361,38.93905,47.05531
3803,127,193,5,65.06207,74.85223,105.6786
3804,127,194,5,55.30276,20.56267,24.92415
3805,127,195,5,47.00734,20.4043,25.34954
3806,127,196,5,39.95624,15.06061,23.01682
3807,127,197,5,33.96281,16.14303,31.6349
3808,127,198,5,28.86839,5.357716,6.960049
3809,127,199,5,24.53813,4.858557,6.079767
3810,127,200,5,20.85741,7.121182,14.75586
3811,128,171,3,22.61689,8.781125,11.18723
3812,128,172,3,20.3552,26.03386,21.29745
3813,128,173,3,18.31968,23.40366,27.49663
3814,128,174,3,16.48771,25.52567,33.25122
3815,128,175,3,14.83894,16.51159,12.50629
3816,128,176,3,13.35505,10.86038,14.07805
3817,128,177,3,12.01954,10.6378,16.14077
3818,128,178,3,10.81759,21.38833,36.03387
3819,128,179,3,9.735828,14.12368,15.5811
3820,128,180,3,8.762245,13.50495,13.31394
3821,128,181,3,7.886021,33.20829,32.23149
3822,128,182,3,25.97131,32.95083,50.20528
3823,128,183,3,23.37418,57.98186,164.9802
3824,128,184,3,22.15611,58.06946,79.67389
3825,128,185,3,22.12294,68.61185,95.35233
3826,128,186,3,25.31829,58.56339,91.27613
3827,128,187,3,23.03456,17.1045,31.57758
3828,128,188,3,20.73111,17.22693,24.12362
3829,128,189,3,18.658,21.83706,33.11521
3830,128,190,3,16.7922,26.70248,37.66337
3831,128,191,3,15.11298,15.74558,22.23565
3832,128,192,3,13.60168,36.66099,42.62866
3833,128,193,3,16.02712,32.16969,56.93735
3834,128,194,3,14.73474,59.64718,123.1952
3835,128,195,3,33.36748,109.2413,330.0453
3836,128,196,3,36.64994,62.10856,84.09103
3837,128,197,3,32.98494,112.9541,120.7692
3838,128,198,3,38.05191,132.7623,272.1285
3839,128,199,3,41.58846,616.6686,1314.118
3840,128,200,3,649.7368,4125.373,8371.452
3841,129,171,2,251.0562,332.2374,370.3025
3842,129,172,2,232.227,270.4514,371.7032
3843,129,173,2,214.81,83.86279,127.7221
3844,129,174,2,198.6992,88.56071,109.6686
3845,129,175,2,183.7968,85.98124,150.185
3846,129,176,2,170.012,130.1315,294.9778
3847,129,177,2,157.2611,250.6398,426.589
3848,129,178,2,145.4666,238.778,299.8944
3849,129,179,2,134.5566,301.621,432.9388
3850,129,180,2,126.4212,346.6261,507.8041
3851,129,181,2,138.8468,320.8592,523.7357
3852,129,182,2,130.281,595.2885,605.9518
3853,129,183,2,384.6289,1960.255,2348.85
3854,129,184,2,715.4354,4820.446,6939.111
3855,129,185,2,1181.43,2074.01,3670.613
3856,129,186,2,1092.822,1667.058,2040.249
3857,129,187,2,1010.861,1474.239,2116.854
3858,129,188,2,935.0462,1298.362,2617.346
3859,129,189,2,864.9177,654.0158,1655.424
3860,129,190,2,800.0489,971.6863,1345.211
3861,129,191,2,740.0452,716.7553,1407.766
3862,129,192,2,684.5418,841.8151,2114.1
3863,129,193,2,633.2012,770.9139,1069.283
3864,129,194,2,585.7111,514.7346,1040.622
3865,129,195,2,541.7828,287.2206,357.1233
3866,129,196,2,501.149,339.8429,473.6922
3867,129,197,2,463.5629,253.3861,337.9739
3868,129,198,2,428.7957,627.6506,665.4996
3869,129,199,2,396.636,978.8264,1385.879
3870,129,200,2,366.8883,916.5452,1430.287
3871,130,171,4,51.10706,388.2188,686.5063
3872,130,172,4,180.8005,916.422,939.9856
3873,130,173,4,176.6525,987.6246,981.285
3874,130,174,4,211.3125,592.0931,815.2201
3875,130,175,4,184.8985,1043.318,1411.772
3876,130,176,4,222.7784,1405.78,1704.017
3877,130,177,4,243.3326,1246.475,1886.958
3878,130,178,4,230.0286,945.1609,1697.426
3879,130,179,4,202.0829,746.4386,1242.283
3880,130,180,4,176.8225,374.5744,510.5715
3881,130,181,4,154.7197,207.5549,450.4037
3882,130,182,4,135.3797,105.9904,190.9765
3883,130,183,4,118.4573,43.05449,69.00117
3884,130,184,4,103.6501,40.33497,63.66013
3885,130,185,4,90.69384,28.63842,41.8306
3886,130,186,4,79.35711,70.06451,67.06374
3887,130,187,4,69.43747,23.66374,28.2273
3888,130,188,4,60.75779,50.18258,67.65046
3889,130,189,4,53.16306,118.1155,262.6062
3890,130,190,4,46.51768,176.3714,182.8669
3891,130,191,4,43.04729,166.6317,226.7228
3892,130,192,4,40.50334,135.1057,228.0473
3893,130,193,4,35.47385,66.0599,142.5787
3894,130,194,4,31.03962,68.9959,114.8261
3895,130,195,4,27.15967,47.68232,63.3372
3896,130,196,4,23.76471,47.50123,93.66114
3897,130,197,4,20.79412,18.2158,25.65135
3898,130,198,4,18.19486,45.15898,75.01296
3899,130,199,4,15.99794,68.0183,163.8901
3900,130,200,4,23.83588,36.8149,82.1386
3901,131,171,5,56.83651,229.34,400.9008
3902,131,172,5,48.60917,180.164,279.3482
3903,131,173,5,41.31779,290.7238,681.793
3904,131,174,5,80.84467,601.5336,818.0479
3905,131,175,5,150.5847,655.2576,1134.835
3906,131,176,5,127.997,822.0291,1202.6
3907,131,177,5,148.6176,235.1893,398.256
3908,131,178,5,126.325,253.9311,323.1352
3909,131,179,5,107.3762,440.8054,732.7977
3910,131,180,5,91.26981,471.2076,753.8875
3911,131,181,5,81.01068,621.5228,792.4602
3912,131,182,5,153.9393,1122.899,1667.403
3913,131,183,5,153.9433,105.1009,172.1119
3914,131,184,5,130.8518,125.1031,152.9459
3915,131,185,5,111.224,139.3812,195.3113
3916,131,186,5,94.54044,222.8178,251.3554
3917,131,187,5,80.35937,101.4492,171.2531
3918,131,188,5,68.30547,44.73839,75.8881
3919,131,189,5,58.05964,35.09573,63.7093
3920,131,190,5,49.3507,73.85323,85.95524
3921,131,191,5,41.94809,39.62151,50.17722
3922,131,192,5,35.65588,44.39353,56.30595
3923,131,193,5,30.3075,136.2513,227.0826
3924,131,194,5,27.86212,33.16499,35.58072
3925,131,195,5,23.6828,39.58396,59.80744
3926,131,196,5,20.13038,27.89395,50.98262
3927,131,197,5,17.11083,15.60684,17.14307
3928,131,198,5,14.5442,32.49009,34.86885
3929,131,199,5,12.36257,11.34749,14.90538
3930,131,200,5,10.50819,6.031186,7.631991
3931,132,171,2,103.0345,19.40758,43.17671
3932,132,172,2,95.30692,24.54433,38.19315
3933,132,173,2,88.1589,47.50048,78.21938
3934,132,174,2,81.54698,112.298,175.8735
3935,132,175,2,75.43095,50.92599,81.3199
3936,132,176,2,69.77364,31.89516,55.45515
3937,132,177,2,64.54061,30.90245,59.96845
3938,132,178,2,59.70007,49.11229,93.35494
3939,132,179,2,55.22256,151.5152,290.7642
3940,132,180,2,81.73335,104.3486,269.8891
3941,132,181,2,75.60335,73.881,100.1592
3942,132,182,2,69.9331,96.56497,82.33543
3943,132,183,2,64.68812,41.67807,53.86707
3944,132,184,2,59.83651,22.70613,31.3486
3945,132,185,2,55.34877,85.59339,187.639
3946,132,186,2,51.19761,122.4418,206.829
3947,132,187,2,61.06569,313.4589,435.4938
3948,132,188,2,311.7397,1107.754,2049.208
3949,132,189,2,384.633,858.7302,971.0792
3950,132,190,2,355.7856,1437.279,2069.053
3951,132,191,2,384.64,444.0251,617.2955
3952,132,192,2,355.792,388.971,946.6147
3953,132,193,2,329.1075,400.1176,587.1411
3954,132,194,2,304.4245,400.2258,506.1714
3955,132,195,2,281.5927,105.7375,169.2186
3956,132,196,2,260.4732,131.8038,300.6087
3957,132,197,2,240.9377,86.66615,152.6655
3958,132,198,2,222.8674,72.73386,42.32408
3959,132,199,2,206.1523,82.6651,107.3803
3960,132,200,2,190.6909,64.36896,89.65873
3961,133,171,3,12.03423,7.859888,14.80554
3962,133,172,3,10.83081,10.62361,27.48192
3963,133,173,3,9.747728,7.416659,14.14164
3964,133,174,3,8.772955,4.905316,7.422399
3965,133,175,3,7.895659,2.687411,4.529008
3966,133,176,3,7.106093,2.233016,3.198232
3967,133,177,3,6.395484,2.401988,4.458386
3968,133,178,3,5.755936,1.239204,1.654167
3969,133,179,3,5.180342,1.129055,2.079672
3970,133,180,3,4.662308,5.034899,8.11576
3971,133,181,3,4.196077,2.942232,8.922981
3972,133,182,3,3.776469,8.615183,12.03168
3973,133,183,3,4.360325,6.350101,12.92569
3974,133,184,3,3.924293,6.934066,8.532741
3975,133,185,3,3.534742,4.099166,4.518755
3976,133,186,3,3.181267,5.486035,9.500186
3977,133,187,3,2.926092,4.871689,8.40767
3978,133,188,3,2.693193,6.482419,13.16074
3979,133,189,3,3.487731,7.46061,13.94061
3980,133,190,3,3.540877,8.33243,12.25369
3981,133,191,3,4.377155,6.347573,9.581648
3982,133,192,3,3.939439,7.322689,7.776137
3983,133,193,3,3.54689,4.721361,5.542037
3984,133,194,3,3.192201,1.866492,1.949722
3985,133,195,3,2.872981,1.148392,1.573603
3986,133,196,3,2.585683,3.315957,3.638993
3987,133,197,3,2.327114,1.631135,2.331137
3988,133,198,3,2.094403,1.304719,1.606947
3989,133,199,3,1.884963,3.633782,4.338146
3990,133,200,3,2.002157,3.305061,3.346715
3991,134,171,1,1670.994,3814.476,8670.468
3992,134,172,1,1587.444,2063.601,5332.23
3993,134,173,1,1508.072,2384.796,4120.751
3994,134,174,1,1432.668,1988.546,3473.913
3995,134,175,1,1361.035,1809.589,3221.267
3996,134,176,1,1292.983,2095.389,3542.63
3997,134,177,1,1228.334,2256.583,3361.082
3998,134,178,1,1166.917,1889.558,2543.623
3999,134,179,1,1108.571,1242.532,1554.454
4000,134,180,1,1053.143,2082.485,3623.038
4001,134,181,1,1000.486,1558.719,2890.078
4002,134,182,1,950.4613,1256.094,1880.219
4003,134,183,1,902.9382,1878.476,3749.48
4004,134,184,1,861.9782,1119.1,1876.469
4005,134,185,1,818.8793,709.6962,720.1992
4006,134,186,1,777.9354,284.947,702.7767
4007,134,187,1,739.0386,133.6135,237.5241
4008,134,188,1,702.0867,213.3576,307.4569
4009,134,189,1,666.9823,327.5543,312.7333
4010,134,190,1,633.6332,265.5606,685.0729
4011,134,191,1,601.9515,366.4039,384.0757
4012,134,192,1,571.8539,271.5806,389.7778
4013,134,193,1,543.2613,355.6179,594.861
4014,134,194,1,516.0982,361.1977,511.8337
4015,134,195,1,490.2933,328.0099,425.1995
4016,134,196,1,465.7786,413.1698,582.6873
4017,134,197,1,442.4897,87.40167,101.3061
4018,134,198,1,420.3652,347.7074,543.5101
4019,134,199,1,399.347,315.6809,554.5978
4020,134,200,1,379.3796,262.5404,336.0705
4021,135,171,4,17.11319,117.9005,190.468
4022,135,172,4,67.18655,518.7813,872.0181
4023,135,173,4,228.6583,884.5186,1611.587
4024,135,174,4,200.076,679.7853,829.4243
4025,135,175,4,175.0665,408.7141,739.553
4026,135,176,4,153.1832,423.769,555.8634
4027,135,177,4,134.0353,228.8412,312.8492
4028,135,178,4,117.2809,392.1375,518.5994
4029,135,179,4,102.6208,183.5911,295.2202
4030,135,180,4,89.79317,200.0295,338.9683
4031,135,181,4,78.56902,256.4965,503.024
4032,135,182,4,68.74789,224.5518,271.9048
4033,135,183,4,60.15441,82.40458,88.66514
4034,135,184,4,52.63511,107.0958,196.3592
4035,135,185,4,46.05572,92.9775,134.1885
4036,135,186,4,40.29875,52.45918,84.1104
4037,135,187,4,35.26141,79.23013,117.4334
4038,135,188,4,30.85373,19.01604,15.44412
4039,135,189,4,26.99702,10.75488,13.0345
4040,135,190,4,23.62239,13.44678,27.12108
4041,135,191,4,20.66959,15.13637,35.54461
4042,135,192,4,18.08589,40.47943,59.82081
4043,135,193,4,15.82516,39.21489,45.30189
4044,135,194,4,13.84701,18.07127,30.85618
4045,135,195,4,12.11613,27.78453,42.47947
4046,135,196,4,10.60162,44.2528,49.09785
4047,135,197,4,18.84918,59.82693,111.1976
4048,135,198,4,17.70193,55.10851,104.1947
4049,135,199,4,16.71238,30.73111,62.13909
4050,135,200,4,14.62333,54.75071,73.67248
4051,136,171,3,95.89118,70.2672,71.0722
4052,136,172,3,86.30206,120.6304,237.5249
4053,136,173,3,77.67186,145.4349,158.2787
4054,136,174,3,69.90467,181.2077,371.6704
4055,136,175,3,62.9142,303.7906,644.0244
4056,136,176,3,110.1781,428.7275,844.5944
4057,136,177,3,106.4932,204.0408,244.2125
4058,136,178,3,95.84391,189.8058,361.8378
4059,136,179,3,86.25951,89.04128,149.031
4060,136,180,3,77.63357,226.0532,371.0888
4061,136,181,3,70.63869,181.6055,189.1819
4062,136,182,3,63.57483,177.2198,254.3798
4063,136,183,3,57.21734,284.1673,394.6176
4064,136,184,3,110.9316,225.8811,226.7828
4065,136,185,3,99.83848,121.3337,243.7538
4066,136,186,3,89.85463,211.9491,556.2046
4067,136,187,3,80.86917,176.1971,332.803
4068,136,188,3,72.78225,215.9897,236.58
4069,136,189,3,66.46411,197.4748,462.7364
4070,136,190,3,60.45798,161.7475,166.9835
4071,136,191,3,54.52375,275.0521,264.6459
4072,136,192,3,111.7385,831.53,1089.453
4073,136,193,3,384.634,653.4973,748.5837
4074,136,194,3,346.1706,438.3724,330.9806
4075,136,195,3,311.5536,197.9623,402.4509
4076,136,196,3,280.3982,150.5021,306.9763
4077,136,197,3,252.3584,127.321,190.7529
4078,136,198,3,227.1225,238.6521,388.4894
4079,136,199,3,204.4103,71.71329,165.0647
4080,136,200,3,183.9693,119.3094,124.3928
4081,137,171,2,139.0844,179.0243,206.6178
4082,137,172,2,128.6531,117.328,207.5157
4083,137,173,2,119.0041,66.69971,96.04261
4084,137,174,2,110.0788,150.0799,235.1486
4085,137,175,2,101.8229,76.48828,114.179
4086,137,176,2,94.18615,97.12857,129.4615
4087,137,177,2,87.12218,187.3863,277.2286
4088,137,178,2,83.97829,311.3469,618.0632
4089,137,179,2,187.6161,325.5282,420.7316
4090,137,180,2,173.5449,179.9144,230.9624
4091,137,181,2,160.529,74.38255,63.1232
4092,137,182,2,148.4893,32.55001,35.04909
4093,137,183,2,137.3526,36.20693,59.0549
4094,137,184,2,127.0512,36.80823,38.21895
4095,137,185,2,117.5224,25.36396,33.40083
4096,137,186,2,108.7082,10.44815,10.34157
4097,137,187,2,100.5551,22.49883,23.98406
4098,137,188,2,93.01344,22.16007,29.6932
4099,137,189,2,86.03743,15.58766,15.80922
4100,137,190,2,79.58462,59.6703,101.8999
4101,137,191,2,73.61578,67.31099,147.6183
4102,137,192,2,68.09459,109.1202,226.916
4103,137,193,2,62.9875,176.9421,234.5851
4104,137,194,2,90.67425,156.3796,175.4691
4105,137,195,2,84.17773,94.38579,146.3999
4106,137,196,2,77.8644,136.5845,246.3543
4107,137,197,2,72.69665,126.3454,337.4355
4108,137,198,2,67.78441,91.60999,214.2671
4109,137,199,2,62.70058,60.63536,141.5875
4110,137,200,2,57.99803,140.0845,206.499
4111,138,171,1,737.6335,1744.293,1397.935
4112,138,172,1,765.3651,1923.694,1852.803
4113,138,173,1,860.0474,1297.528,1913.528
4114,138,174,1,817.045,753.5258,865.6761
4115,138,175,1,776.1928,197.0995,366.7575
4116,138,176,1,737.3831,299.9289,600.1197
4117,138,177,1,700.514,758.217,1562.505
4118,138,178,1,665.4883,674.3969,985.8227
4119,138,179,1,632.2139,468.9663,554.0811
4120,138,180,1,600.6032,603.1563,917.9672
4121,138,181,1,570.573,814.6368,1312.719
4122,138,182,1,542.0444,388.0604,733.7134
4123,138,183,1,514.9421,312.5255,352.4434
4124,138,184,1,489.195,221.0327,358.2972
4125,138,185,1,464.7353,336.47,714.9226
4126,138,186,1,441.4985,336.4139,449.4927
4127,138,187,1,419.4236,124.7576,197.9255
4128,138,188,1,398.4524,241.4552,332.9222
4129,138,189,1,378.5298,782.7472,715.5445
4130,138,190,1,376.5692,680.5323,1021.488
4131,138,191,1,360.9085,425.2026,582.82
4132,138,192,1,342.8631,307.2744,755.1601
4133,138,193,1,325.7199,189.9257,252.9192
4134,138,194,1,309.4339,247.7962,339.1592
4135,138,195,1,293.9622,303.3227,650.6338
4136,138,196,1,279.2641,484.9558,728.6042
4137,138,197,1,270.6551,928.6362,1300.525
4138,138,198,1,820.1726,1238.961,1377.126
4139,138,199,1,779.164,1184.045,2465.577
4140,138,200,1,740.2058,833.5023,1047.097
4141,139,171,1,975.0471,620.5114,1041.088
4142,139,172,1,926.2947,527.5956,1023.134
4143,139,173,1,879.98,540.7605,484.9896
4144,139,174,1,835.981,420.8285,524.8795
4145,139,175,1,794.1819,290.2544,523.4661
4146,139,176,1,754.4728,252.4039,419.9699
4147,139,177,1,716.7491,482.4189,890.8074
4148,139,178,1,680.9117,450.7697,559.2416
