"","id","time","h","k_level","i_level","yg_level","si_level","lkt","lmt","lyt","lk2","lm2","lkm","kelas_true","ielas_true","yg","k","i","si","kk","ii","ki","m_y_share","ln_m_y_share","big_Y","errors"
"2307",77,27,5,47.27705,15.20574,14.58106,1.0428418,3.856025,2.721673,2.6797235,14.868929,7.4075041,10.494839,0.25,0.64999998,2.6797235,3.856025,2.721673,0.041949481,14.868929,7.4075041,10.494839,1.04284187843682,0.0419495618765318,1.46803380686043,-0.475313750055562
"2308",77,28,5,40.18549,25.796869,36.6026,0.70478243,3.693506,3.2502532,3.6001194,13.641987,10.564146,12.004829,0.25,0.64999998,3.6001194,3.693506,3.2502532,-0.34986615,13.641987,10.564146,12.004829,0.7047824198281,-0.349866148161472,1.66261465433456,-0.0819654801124199
"2309",77,29,5,34.157669,76.395576,149.9308,0.50953889,3.530987,4.3359246,5.0101738,12.46787,18.800241,15.310094,0.25,0.64999998,5.0101738,3.530987,4.3359246,-0.67424911,12.46787,18.800241,15.310094,0.50953890728256,-0.674249065579251,2.06747005207951,0.241426424606591
"2310",77,30,5,29.034019,46.161869,47.253712,0.97689402,3.3684683,3.832154,3.8555312,11.346579,14.685405,12.908489,0.25,0.64999998,3.8555312,3.3684683,3.832154,-0.023377107,11.346579,14.685405,12.908489,0.976894026865022,-0.023377100719022,1.87689475688007,-0.408460209652441
"2311",78,1,2,196.7352,646.55219,953.44177,0.67812449,5.2818584,6.4716539,6.8600783,27.898029,41.882305,34.182362,0.25,0.64999998,6.8600783,5.2818584,6.4716539,-0.3884244,27.898029,41.882305,34.182362,0.678124464800824,-0.388424431487433,2.88538805389839,-0.0487970146740572
"2312",78,2,2,241.71021,441.05249,578.37079,0.76257741,5.4877396,6.0891638,6.3602152,30.115286,37.077915,33.415745,0.25,0.64999998,6.3602152,5.4877396,6.0891638,-0.27105126,30.115286,37.077915,33.415745,0.762577394339019,-0.271051274878941,2.73934492545728,-0.162667419347793
"2313",78,3,2,223.58189,588.8576,507.1326,1.1611512,5.4097776,6.3781843,6.2287726,29.265694,40.681236,34.504559,0.25,0.64999998,6.2287726,5.4097776,6.3781843,0.1494119,29.265694,40.681236,34.504559,1.16115114666263,0.149411880859463,2.84945250076117,-0.585254866977392
"2314",78,4,2,212.4171,332.86371,394.5784,0.84359336,5.358552,5.8077331,5.977818,28.714079,33.729763,31.12104,0.25,0.64999998,5.977818,5.358552,5.8077331,-0.1700847,28.714079,33.729763,31.12104,0.843593339118411,-0.170084726190563,2.63244150402406,-0.262861354656308
"2315",78,5,2,196.48579,399.61331,363.63641,1.0989364,5.2805901,5.9904976,5.8961544,27.884632,35.886063,31.633362,0.25,0.64999998,5.8961544,5.2805901,5.9904976,0.094342835,27.884632,35.886063,31.633362,1.0989364623856,0.0943428597243484,2.70162297915048,-0.528553774008633
"2316",78,6,2,181.7494,603.02118,633.59052,0.95175225,5.2026286,6.4019523,6.4514027,27.067345,40.984993,33.30698,0.25,0.64999998,6.4514027,5.2026286,6.4019523,-0.049450524,27.067345,40.984993,33.30698,0.951752213716834,-0.0494505577786219,2.85873384400487,-0.387734844855967
"2317",78,7,2,236.3421,1285.11,2629.157,0.48879164,5.4652805,7.1585994,7.8744187,29.869291,51.245544,39.123753,0.25,0.64999998,7.8744187,5.4652805,7.1585994,-0.71581894,29.869291,51.245544,39.123753,0.488791654511313,-0.715818944692532,3.15007860172145,0.274137467423913
"2318",78,8,2,581.67743,824.49432,1036.519,0.79544544,6.3659163,6.7147703,6.9436231,40.524891,45.088139,42.745667,0.25,0.64999998,6.9436231,6.3659163,6.7147703,-0.22885302,40.524891,45.088139,42.745667,0.795445447695604,-0.228853009676922,2.97640667117875,-0.20338122787047
"2319",78,9,2,538.05157,372.70441,600.21649,0.62094998,6.2879543,5.9207854,6.3972902,39.538368,35.055698,37.22963,0.25,0.64999998,6.3972902,6.2879543,5.9207854,-0.47650474,39.538368,35.055698,37.22963,0.620949967569202,-0.47650476781581,2.67722100881291,0.0472754342721154
"2320",78,10,2,497.69781,823.64001,1086.916,0.75777704,6.2099929,6.7137337,6.9910998,38.564011,45.074219,41.692238,0.25,0.64999998,6.9910998,6.2099929,6.7137337,-0.27736607,38.564011,45.074219,41.692238,0.757777059128764,-0.277366053845099,2.97631362359592,-0.155831233865755
"2321",78,11,2,460.37039,887.1626,999.93701,0.88721848,6.1320314,6.7880282,6.9076924,37.60181,46.077328,41.624401,0.25,0.64999998,6.9076924,6.1320314,6.7880282,-0.11966402,37.60181,46.077328,41.624401,0.887218485892426,-0.119664006945257,3.00477175211016,-0.314490827360715
"2322",78,12,2,425.84271,1149.42,2083.51,0.55167484,6.05407,7.0470128,7.6418095,36.651764,49.660389,42.663109,0.25,0.64999998,7.6418095,6.05407,7.0470128,-0.59479648,36.651764,49.660389,42.663109,0.551674817975436,-0.594796504161956,3.10409380433667,0.158292742443784
"2323",78,13,2,395.5545,517.50873,611.13629,0.84679759,5.9802885,6.2490263,6.4153199,35.763851,39.050331,37.370979,0.25,0.64999998,6.4153199,5.9802885,6.2490263,-0.16629359,35.763851,39.050331,37.370979,0.846797577672895,-0.166293600291301,2.80028643277871,-0.265704458490472
"2324",78,14,2,365.888,1365.704,2521.356,0.54165459,5.9023271,7.2194252,7.832552,34.837463,52.120102,42.611408,0.25,0.64999998,7.832552,5.9023271,7.2194252,-0.61312675,34.837463,52.120102,42.611408,0.541654570001222,-0.613126805441216,3.17122708119406,0.174130168501555
"2325",78,15,2,384.63339,1437.573,3043.3059,0.47237217,5.9522905,7.2707114,8.0206995,35.429764,52.863243,43.277386,0.25,0.64999998,8.0206995,5.9522905,7.2707114,-0.74998808,35.429764,52.863243,43.277386,0.472372166071114,-0.749988116650694,3.19076012446804,0.310920727925181
"2326",78,16,2,384.63339,1570.4399,2098.752,0.74827325,5.9522905,7.3591113,7.6490979,35.429764,54.156521,43.80357,0.25,0.64999998,7.6490979,5.9522905,7.3591113,-0.28998706,35.429764,54.156521,43.80357,0.748273211889733,-0.289987111160514,3.22496066262728,-0.149863663132151
"2327",78,17,2,393.28601,1588.134,1919.121,0.82753199,5.9745369,7.3703151,7.5596228,35.695091,54.321545,44.034218,0.25,0.64999998,7.5596228,5.9745369,7.3703151,-0.18930751,35.695091,54.321545,44.034218,0.827531979484358,-0.189307526575106,3.22915573871635,-0.25047247732221
"2328",78,18,2,395.80911,1023.524,1094.293,0.93532902,5.9809322,6.9310069,6.9978638,35.771549,48.038857,41.453884,0.25,0.64999998,6.9978638,5.9809322,6.9310069,-0.066856921,35.771549,48.038857,41.453884,0.935329020655346,-0.0668569178445015,3.05988359793569,-0.369281244145234
"2329",78,19,2,366.12341,427.11731,434.3418,0.98336679,5.9029703,6.0570588,6.0738316,34.845058,36.687962,35.754639,0.25,0.64999998,6.0738316,5.9029703,6.0570588,-0.016773097,34.845058,36.687962,35.754639,0.98336680927325,-0.0167730755671136,2.7276935608282,-0.414745120244416
"2330",78,20,2,338.66422,579.05829,684.98822,0.84535509,5.8250089,6.361403,6.5294018,33.930729,40.467449,37.055229,0.25,0.64999998,6.5294018,5.8250089,6.361403,-0.16799851,33.930729,40.467449,37.055229,0.845355106982716,-0.167998494953181,2.84285809013651,-0.265420347433578
"2331",78,21,2,313.26431,251.7083,748.88147,0.33611232,5.7470474,5.5282707,6.6185808,33.028553,30.561777,31.771235,0.25,0.64999998,6.6185808,5.7470474,5.5282707,-1.0903099,33.028553,30.561777,31.771235,0.336112335641046,-1.09030984263049,2.52837762946479,0.659949852168763
"2332",78,22,2,289.7695,658.35052,965.54932,0.68184042,5.669086,6.4897375,6.8726974,32.138535,42.116692,36.790878,0.25,0.64999998,6.8726974,5.669086,6.4897375,-0.38295963,32.138535,42.116692,36.790878,0.681840384911669,-0.382959688249205,2.89182849036638,-0.0521132156398186
"2333",78,23,2,268.0368,608.00238,1008.325,0.60298252,5.5911245,6.4101787,6.9160457,31.260674,41.090389,35.840107,0.25,0.64999998,6.9160457,5.5911245,6.4101787,-0.50586706,31.260674,41.090389,35.840107,0.60298255026901,-0.505867020867682,2.86154101097939,0.0708475853197125
"2334",78,24,2,247.93401,101.8632,169.27409,0.60176486,5.5131626,4.6236305,5.1315193,30.394962,21.377958,25.490828,0.25,0.64999998,5.1315193,5.5131626,4.6236305,-0.5078885,30.394962,21.377958,25.490828,0.601764865491228,-0.507888498858027,2.18932378032938,0.0779967573278379
"2335",78,25,2,229.339,58.70763,121.2986,0.48399264,5.4352012,4.0725698,4.7982554,29.541412,16.585825,22.135237,0.25,0.64999998,4.7982554,5.4352012,4.0725698,-0.7256856,29.541412,16.585825,22.135237,0.483992642948888,-0.72568557289986,1.98418321954305,0.295088295481815
"2336",78,26,2,212.1386,125.0525,270.1976,0.46281868,5.3572397,4.8287334,5.5991535,28.700018,23.316668,25.868683,0.25,0.64999998,5.5991535,5.3572397,4.8287334,-0.7704199,28.700018,23.316668,25.868683,0.46281869269009,-0.770419894050261,2.26465797563453,0.340130298155898
"2337",78,27,2,196.2282,184.61099,178.7729,1.0326564,5.2792783,5.2182508,5.1861162,27.870779,27.230141,27.548597,0.25,0.64999998,5.1861162,5.2792783,5.2182508,0.03213454,27.870779,27.230141,27.548597,1.03265645967594,0.032134569167908,2.40999217629169,-0.463305018764107
"2338",78,28,2,181.51109,161.6763,374.34311,0.43189335,5.2013168,5.0855961,5.9251728,27.053698,25.863287,26.451796,0.25,0.64999998,5.9251728,5.2013168,5.0855961,-0.8395766,27.053698,25.863287,26.451796,0.431893350461292,-0.839576595148607,2.3598204449176,0.408483809652518
"2339",78,29,2,167.89771,212.6373,292.5372,0.72687268,5.1233549,5.3595877,5.6785917,26.248766,28.72518,27.45907,0.25,0.64999998,5.6785917,5.1233549,5.3595877,-0.31900394,26.248766,28.72518,27.45907,0.726872684909817,-0.319003940705074,2.46243606461029,-0.113100367257704
"2340",78,30,2,155.3054,67.773987,68.377861,0.99116856,5.0453935,4.2161784,4.225049,25.455996,17.776161,21.27228,0.25,0.64999998,4.225049,5.0453935,4.2161784,-0.0088706696,25.455996,17.776161,21.27228,0.991168574284592,-0.00887065388672635,2.03415609275739,-0.421862437305508
"2341",79,1,4,29.23077,65.224442,93.780128,0.69550389,3.375222,4.177834,4.5409532,11.392123,17.454298,14.101117,0.25,0.64999998,4.5409532,3.375222,4.177834,-0.36311868,11.392123,17.454298,14.101117,0.695503870500155,-0.363118702572794,2.00679879224153,-0.0694589047766602
"2342",79,2,4,25.57692,47.171822,65.885834,0.71596307,3.2416904,3.8537967,4.1879234,10.508556,14.851749,12.492816,0.25,0.64999998,4.1879234,3.2416904,3.8537967,-0.33412671,10.508556,14.851749,12.492816,0.715963039945734,-0.334126733541382,1.88396967204846,-0.097812720246378
"2343",79,3,4,22.37981,15.73946,16.27306,0.96720964,3.1081593,2.756171,2.789511,9.6606541,7.5964785,8.5666189,0.25,0.64999998,2.789511,3.1081593,2.756171,-0.033340015,9.6606541,7.5964785,8.5666189,0.967209609010229,-0.0333400448568051,1.47320192297301,-0.398513468606014
"2344",79,4,4,19.582331,51.55574,64.635918,0.79763299,2.9746277,3.9426637,4.1687703,8.8484106,15.544597,11.727957,0.25,0.64999998,4.1687703,2.9746277,3.9426637,-0.2261067,8.8484106,15.544597,11.727957,0.7976329817115,-0.226106709996492,1.91523778926751,-0.206217840212829
"2345",79,5,4,17.48032,14.39781,16.326611,0.88186157,2.8610756,2.6670761,2.7927964,8.1857538,7.1132951,7.6307063,0.25,0.64999998,2.7927964,2.8610756,2.6670761,-0.12572019,8.1857538,7.1132951,7.6307063,0.881861520434339,-0.1257202416124,1.43763805900453,-0.30582944645257
"2346",79,6,4,15.29528,12.73098,22.80349,0.55829084,2.7275443,2.5440383,3.1269135,7.4394979,6.4721308,6.9389772,0.25,0.64999998,3.1269135,2.7275443,2.5440383,-0.58287525,7.4394979,6.4721308,6.9389772,0.558290858109877,-0.582875201312017,1.39061348888615,0.151385692510625
"2347",79,7,4,13.38337,19.49688,36.339771,0.53651631,2.594013,2.9702544,3.5929127,6.7289033,8.8224115,7.7048783,0.25,0.64999998,3.5929127,2.594013,2.9702544,-0.62265831,6.7289033,8.8224115,7.7048783,0.536516314315795,-0.622658308583797,1.54781558576237,0.191785052464872
"2348",79,8,4,11.71045,18.34981,43.47393,0.42208767,2.4604816,2.9096191,3.7721615,6.0539699,8.4658833,7.1590643,0.25,0.64999998,3.7721615,2.4604816,2.9096191,-0.86254221,6.0539699,8.4658833,7.1590643,0.422087674153222,-0.862542227868041,1.52394595663395,0.431845938058233
"2349",79,9,4,10.24664,19.03784,27.49851,0.69232261,2.3269498,2.9464285,3.3141317,5.4146957,8.6814413,6.8561916,0.25,0.64999998,3.3141317,2.3269498,2.9464285,-0.36770323,5.4146957,8.6814413,6.8561916,0.692322602206447,-0.367703243836802,1.53640118556927,-0.0628296358434399
"2350",79,10,4,8.9658136,51.970459,97.62838,0.53232944,2.1934187,3.9506755,4.5811682,4.8110857,15.607837,8.6654854,0.25,0.64999998,4.5811682,2.1934187,3.9506755,-0.63049275,4.8110857,15.607837,8.6654854,0.532329421014668,-0.630492768839821,1.91237285180828,0.19747003204256
"2351",79,11,4,32.01614,45.731911,43.70834,1.0462972,3.4662402,3.8227963,3.777539,12.014821,14.613771,13.250731,0.25,0.64999998,3.777539,3.4662402,3.8227963,0.045257449,12.014821,14.613771,13.250731,1.04629713688509,0.0452573949823961,1.87420165114275,-0.477036373240471
"2352",79,12,4,28.01412,78.812973,67.888,1.1609265,3.3327086,4.3670778,4.2178593,11.106947,19.071369,14.554198,0.25,0.64999998,4.2178593,3.3327086,4.3670778,0.14921837,11.106947,19.071369,14.554198,1.16092642293189,0.149218326833202,2.07786573777391,-0.58245953795045
"2353",79,13,4,24.51236,78.015533,125.4817,0.62172836,3.1991775,4.3569078,4.83216,10.234736,18.982645,13.938521,0.25,0.64999998,4.83216,3.1991775,4.3569078,-0.475252,10.234736,18.982645,13.938521,0.621728371547405,-0.475251983317187,2.07312546442938,0.041829399083848
"2354",79,14,4,22.201719,48.778542,90.819229,0.53709489,3.1001697,3.8872905,4.5088711,9.6110516,15.111028,12.05126,0.25,0.64999998,4.5088711,3.1001697,3.8872905,-0.62158048,9.6110516,15.111028,12.05126,0.537094870074266,-0.62158053327205,1.89540413112062,0.189486549140437
"2355",79,15,4,19.4265,44.24762,55.553692,0.79648387,2.9666381,3.7898016,4.0173502,8.8009415,14.362597,11.24297,0.25,0.64999998,4.0173502,2.9666381,3.7898016,-0.22754839,8.8009415,14.362597,11.24297,0.796483877255179,-0.227548391826637,1.85770376098071,-0.204397280870036
"2356",79,16,4,16.99819,342.8627,715.19958,0.47939444,2.8331068,5.8373299,6.5725617,8.026494,34.074421,16.537779,0.25,0.64999998,6.5725617,2.8331068,5.8373299,-0.73523158,8.026494,34.074421,16.537779,0.479394437004563,-0.735231561128106,2.64071968720533,0.290245734123961
"2357",79,17,4,489.31461,4050.532,5612.3862,0.72171301,6.1930056,8.3066034,8.6327314,38.353317,68.999664,51.442841,0.25,0.64999998,8.6327314,6.1930056,8.3066034,-0.32612771,38.353317,68.999664,51.442841,0.72171298546775,-0.326127746177114,3.59321011279804,-0.121628858496465
"2358",79,18,4,607.99658,1244.674,2238.7351,0.55597198,6.4101691,7.1266289,7.7136664,41.090267,50.788837,45.682896,0.25,0.64999998,7.7136664,6.4101691,7.1266289,-0.58703738,41.090267,50.788837,45.682896,0.555971986145212,-0.587037370631816,3.13303814157478,0.152455778101529
"2359",79,19,4,531.99707,483.93561,1246.618,0.38819879,6.276638,6.181952,7.1281896,39.396187,38.21653,38.801876,0.25,0.64999998,7.1281896,6.276638,6.181952,-0.94623774,39.396187,38.21653,38.801876,0.388198798669681,-0.946237702869015,2.7752267142788,0.516060842414131
"2360",79,20,4,465.49741,250.53281,280.94739,0.89174277,6.1431065,5.5235901,5.6381674,37.737759,30.510048,33.932003,0.25,0.64999998,5.6381674,6.1431065,5.5235901,-0.11457757,37.737759,30.510048,33.932003,0.89174279212916,-0.114577537613862,2.52823759561422,-0.314307146768487
"2361",79,21,4,407.3103,263.82111,304.02051,0.86777407,6.0095754,5.5752711,5.7170954,36.114998,31.083649,33.505013,0.25,0.64999998,5.7170954,6.0095754,5.5752711,-0.14182389,36.114998,31.083649,33.505013,0.867774052480867,-0.141823906409614,2.54700523865312,-0.287662686787062
"2362",79,22,4,356.39651,504.41959,977.89502,0.51582181,5.8760438,6.2234082,6.8854022,34.527889,38.730808,36.569019,0.25,0.64999998,6.8854022,5.8760438,6.2234082,-0.66199392,34.527889,38.730808,36.569019,0.5158218210376,-0.6619938811998,2.79053847168724,0.229574357578201
"2363",79,23,4,311.84689,1247.423,2155.822,0.57862985,5.7425122,7.1288352,7.6759272,32.976448,50.82029,40.937424,0.25,0.64999998,7.6759272,5.7425122,7.1288352,-0.54709232,32.976448,50.82029,40.937424,0.578629868328647,-0.547092266049943,3.13706467829549,0.107705030400913
"2364",79,24,4,272.86609,2089.167,3503.877,0.59624439,5.6089811,7.6445208,8.1616249,31.460669,58.438698,42.877972,0.25,0.64999998,8.1616249,5.6089811,7.6445208,-0.51710463,31.460669,58.438698,42.877972,0.5962443887157,-0.517104647782864,3.33888328953691,0.071638788625622
"2365",79,25,4,384.6369,3428.3301,6997.46,0.48993921,5.9522996,8.1398287,8.853303,35.429871,66.256813,48.450699,0.25,0.64999998,8.853303,5.9522996,8.1398287,-0.71347398,35.429871,66.256813,48.450699,0.489939220802977,-0.713473934748558,3.53039454366375,0.26540858775824
"2366",79,26,4,607.99622,2048.8501,2612.7681,0.78416836,6.4101686,7.6250339,7.8681655,41.090263,58.14114,48.877754,0.25,0.64999998,7.8681655,6.4101686,7.6250339,-0.24313153,41.090263,58.14114,48.877754,0.784168369171378,-0.24313152509248,3.32455844536477,-0.195472748585568
"2367",79,27,4,531.99658,1411.6121,1696.271,0.83218545,6.2766371,7.2524877,7.4361877,39.396172,52.598576,45.521233,0.25,0.64999998,7.4361877,6.2766371,7.2524877,-0.18369997,39.396172,52.598576,45.521233,0.832185482154679,-0.183699927725239,3.18191177803605,-0.252796129530037
"2368",79,28,4,465.4971,501.63809,555.05078,0.90376973,6.143106,6.2178788,6.3190594,37.737751,38.662018,38.19709,0.25,0.64999998,6.3190594,6.143106,6.2178788,-0.10118067,37.737751,38.662018,38.19709,0.903769723555744,-0.101180681619235,2.78862993515778,-0.32982668062231
"2369",79,29,4,407.30991,787.53442,1062.267,0.74137145,6.0095744,6.6689072,6.9681606,36.114986,44.474323,40.077293,0.25,0.64999998,6.9681606,6.0095744,6.6689072,-0.29925349,36.114986,44.474323,40.077293,0.741371444279075,-0.299253504951322,2.95964251485415,-0.134910094323431
"2370",79,30,4,356.39621,581.76233,819.86737,0.70958102,5.8760428,6.3660622,6.7091427,34.527878,40.526749,37.407253,0.25,0.64999998,6.7091427,5.8760428,6.3660622,-0.34308061,34.527878,40.526749,37.407253,0.709581026501884,-0.343080586644856,2.84461407435638,-0.0900814958215111
"2371",80,1,2,155.46449,79.167183,130.8009,0.60524952,5.0464172,4.371562,4.8736763,25.466328,19.110554,22.060726,0.25,0.64999998,4.8736763,5.0464172,4.371562,-0.50211447,25.466328,19.110554,22.060726,0.605249528099577,-0.502114462842791,2.09199361613589,0.0714421000871838
"2372",80,2,2,143.8046,35.491638,32.760349,1.0833718,4.9684553,3.5692971,3.489219,24.685549,12.739882,17.733892,0.25,0.64999998,3.489219,4.9684553,3.5692971,0.080078177,24.685549,12.739882,17.733892,1.08337179191833,0.0800782072757265,1.79340353727181,-0.511986778204978
"2373",80,3,2,133.0193,45.34737,98.813622,0.45891821,4.8904943,3.8143523,4.5932355,23.916935,14.549283,18.654068,0.25,0.64999998,4.5932355,4.8904943,3.8143523,-0.77888328,23.916935,14.549283,18.654068,0.458918204617578,-0.778883288249256,1.88352529819509,0.347556559580072
"2374",80,4,2,123.0428,32.822262,43.782188,0.74967158,4.8125324,3.491107,3.779227,23.160469,12.187828,16.801065,0.25,0.64999998,3.779227,4.8125324,3.491107,-0.28812006,23.160469,12.187828,16.801065,0.749671578770801,-0.288120063328048,1.76291290074568,-0.143947143289096
"2375",80,5,2,113.8146,32.14019,59.012909,0.54462981,4.734571,3.4701073,4.0777564,22.416162,12.041645,16.42947,0.25,0.64999998,4.0777564,4.734571,3.4701073,-0.60764897,22.416162,12.041645,16.42947,0.544629819892458,-0.607648944654919,1.75436718802422,0.175562551694595
"2376",80,6,2,105.2785,20.85125,21.67588,0.96195632,4.6566091,3.0374138,3.0762002,21.684008,9.2258825,14.144049,0.25,0.64999998,3.0762002,4.6566091,3.0374138,-0.038786232,21.684008,9.2258825,14.144049,0.961956331184709,-0.0387862231256485,1.59331744674051,-0.394722502728737
"2377",80,7,2,97.382629,11.25533,14.4964,0.77642244,4.5786476,2.4208417,2.6739004,20.964014,5.8604746,11.084181,0.25,0.64999998,2.6739004,4.5786476,2.4208417,-0.25305852,20.964014,5.8604746,11.084181,0.776422422118595,-0.253058548507954,1.36436931679691,-0.183518454367011
"2378",80,8,2,90.078934,16.35677,38.52689,0.42455465,4.5006862,2.7946417,3.6513565,20.256176,7.8100224,12.577806,0.25,0.64999998,3.6513565,4.5006862,2.7946417,-0.85671455,20.256176,7.8100224,12.577806,0.424554642225209,-0.856714560136036,1.50182573573164,0.422386475856316
"2379",80,9,2,83.323013,22.16655,31.30098,0.70817429,4.4227247,3.0985844,3.4436493,19.560493,9.6012249,13.704185,0.25,0.64999998,3.4436493,4.4227247,3.0985844,-0.34506506,19.560493,9.6012249,13.704185,0.708174312753147,-0.345065011138162,1.61355714388056,-0.0878926841238375
"2380",80,10,2,77.073792,20.428249,34.63662,0.5897876,4.3447633,3.0169187,3.5449114,18.876968,9.1017981,13.107798,0.25,0.64999998,3.5449114,4.3447633,3.0169187,-0.52799278,18.876968,9.1017981,13.107798,0.589787600522222,-0.527992806012488,1.58249935870685,0.0948535201994695
"2381",80,11,2,71.293259,59.907169,63.747292,0.93976021,4.2668018,4.0927963,4.1549268,18.205599,16.750982,17.46315,0.25,0.64999998,4.1549268,4.2668018,4.0927963,-0.062130533,18.205599,16.750982,17.46315,0.939760217579125,-0.0621305239402662,1.98179992524412,-0.369360025647361
"2382",80,12,2,65.946259,32.88559,69.6959,0.47184396,4.1888399,3.4930346,4.2441416,17.546379,12.201291,14.631763,0.25,0.64999998,4.2441416,4.1888399,3.4930346,-0.75110692,17.546379,12.201291,14.631763,0.471843967866116,-0.751106924603896,1.75762776239619,0.319316232273676
"2383",80,13,2,61.00029,28.3461,40.399609,0.70164293,4.1108785,3.3444893,3.6988201,16.899323,11.185609,13.748789,0.25,0.64999998,3.6988201,4.1108785,3.3444893,-0.35433066,16.899323,11.185609,13.748789,0.701642929266964,-0.354330652129342,1.70167792940698,-0.0776673880200752
"2384",80,14,2,56.42527,40.197639,100.719,0.3991068,4.032917,3.6938083,4.6123343,16.26442,13.64422,14.896822,0.25,0.64999998,4.6123343,4.032917,3.6938083,-0.91852623,16.26442,13.64422,14.896822,0.399106812021565,-0.91852619861517,1.83092060510036,0.486950432733462
"2385",80,15,2,52.193371,23.62475,35.01363,0.67473012,3.9549556,3.1622949,3.5557375,15.641674,10.000109,12.506736,0.25,0.64999998,3.5557375,3.9549556,3.1622949,-0.39344248,15.641674,10.000109,12.506736,0.674730097964707,-0.393442522939982,1.63248151873324,-0.0387901315806082
"2386",80,16,2,48.27887,26.00321,49.035389,0.53029478,3.8769939,3.25822,3.8925424,15.031081,10.615997,12.632099,0.25,0.64999998,3.8925424,3.8769939,3.25822,-0.63432223,15.031081,10.615997,12.632099,0.53029476323722,-0.634322269982625,1.66735213289769,0.202349899068454
"2387",80,17,2,44.657959,8.741271,15.6084,0.5600363,3.7990324,2.1680555,2.7478092,14.432648,4.7004647,8.2365131,0.25,0.64999998,2.7478092,3.7990324,2.1680555,-0.5797537,14.432648,4.7004647,8.2365131,0.560036326593373,-0.579753628440102,1.26240609401196,0.143999189990128
"2388",80,18,2,41.308609,19.747511,34.020699,0.58045578,3.721071,2.9830275,3.5269692,13.84637,8.8984528,11.100057,0.25,0.64999998,3.5269692,3.721071,2.9830275,-0.54394168,13.84637,8.8984528,11.100057,0.580455769001101,-0.54394167540503,1.56359097073287,0.11158807710209
"2389",80,19,2,38.210461,19.812031,26.05551,0.76037776,3.6431093,2.9862893,3.2602293,13.272245,8.9179239,10.879378,0.25,0.64999998,3.2602293,3.6431093,2.9862893,-0.27393991,13.272245,8.9179239,10.879378,0.760377785735148,-0.273939882714709,1.56402109611858,-0.158297441251282
"2390",80,20,2,35.344681,12.90057,25.05995,0.51478833,3.5651479,2.5572715,3.221271,12.710279,6.5396376,9.1170511,0.25,0.64999998,3.221271,3.5651479,2.5572715,-0.6639995,12.710279,6.5396376,9.1170511,0.514788337566516,-0.663999457816476,1.40408128643278,0.230666471468371
"2391",80,21,2,32.693829,29.810539,40.017281,0.74494165,3.4871864,3.3948619,3.6893113,12.160469,11.525087,11.838516,0.25,0.64999998,3.6893113,3.4871864,3.3948619,-0.29444939,12.160469,11.525087,11.838516,0.744941641587293,-0.294449397110676,1.71450774459769,-0.137127941968508
"2392",80,22,2,30.241791,47.52565,75.703568,0.62778616,3.4092247,3.8612695,4.3268251,11.622813,14.909402,13.163936,0.25,0.64999998,4.3268251,3.4092247,3.8612695,-0.46555567,11.622813,14.909402,13.163936,0.627786130238934,-0.465555727460996,1.88814378899963,0.0336943225918021
"2393",80,23,2,28.020729,71.604446,86.966057,0.82336086,3.3329446,4.2711573,4.465518,11.10852,18.242785,14.235531,0.25,0.64999998,4.465518,3.3329446,4.2711573,-0.1943607,11.10852,18.242785,14.235531,0.823360842955085,-0.194360726090354,2.04166239123076,-0.238553703564518
"2394",80,24,2,46.707451,283.83011,522.93323,0.5427655,3.8439038,5.648376,6.2594538,14.775597,31.904152,21.711813,0.25,0.64999998,6.2594538,3.8439038,5.648376,-0.6110779,14.775597,31.904152,21.711813,0.542765488435302,-0.611077933670425,2.56843652910866,0.172435935090318
"2395",80,25,2,380.51599,1628.401,3863.0779,0.42152941,5.9415283,7.3953538,8.2592192,35.301758,54.691257,43.939705,0.25,0.64999998,8.2592192,5.9415283,7.3953538,-0.86386573,35.301758,54.691257,43.939705,0.421529423468266,-0.863865697408938,3.23907623502537,0.423601350439845
"2396",80,26,2,446.27161,2941.3511,5198.1479,0.56584597,6.1009278,7.9866242,8.5560579,37.221321,63.786167,48.725819,0.25,0.64999998,8.5560579,6.1009278,7.9866242,-0.56943339,37.221321,63.786167,48.725819,0.565845981411956,-0.569433355456399,3.46830304801499,0.124520108745274
"2397",80,27,2,961.06128,1005.255,1522.9139,0.66008657,6.8680382,6.9129963,7.3283811,47.169949,47.789516,47.478722,0.25,0.64999998,7.3283811,6.8680382,6.9129963,-0.41538429,47.169949,47.789516,47.478722,0.660086561689403,-0.415384298486756,3.05028709946326,-0.0147460938305281
"2398",80,28,2,888.98181,1806.5909,4251.644,0.42491585,6.7900767,7.499197,8.3550606,46.105141,56.237957,50.920124,0.25,0.64999998,8.3550606,6.7900767,7.499197,-0.85586411,46.105141,56.237957,50.920124,0.424915844318104,-0.855864143034123,3.27340207939725,0.421358313832771
"2399",80,29,2,822.30811,406.32419,550.70343,0.7378276,6.7121153,6.0071511,6.3111963,45.05249,36.085865,40.32069,0.25,0.64999998,6.3111963,6.7121153,6.0071511,-0.30404508,45.05249,36.085865,40.32069,0.737827599875309,-0.304045086176449,2.7105233799561,-0.123483923618013
"2400",80,30,2,760.63501,679.06268,1076.472,0.63082242,6.6341538,6.5207133,6.9814444,44.011997,42.519703,43.259415,0.25,0.64999998,6.9814444,6.6341538,6.5207133,-0.46073088,44.011997,42.519703,43.259415,0.630822427336707,-0.460730870725802,2.90279355282267,0.0310743359433184
