id,time,h,k_level,i_level,yg_level,si_level,lkt,lmt,lyt,lk2,lm2,lkm,kelas_true,ielas_true,yg,k,i,si,kk,ii,ki
121,30,2,301.02969,943.27777,1175.214,.80264342,5.7072091,6.8493609,7.0692058,32.572235,46.913746,39.090736,.25,.64999998,7.0692058,5.7072091,6.8493609,-.21984473,32.572235,46.913746,39.090736
122,1,2,122.067,106.7317,165.4196,.64521796,4.8045702,4.6703181,5.1084852,23.083895,21.811871,22.438871,.25,.64999998,5.1084852,4.8045702,4.6703181,-.4381671,23.083895,21.811871,22.438871
122,2,2,112.912,161.1774,313.6965,.51380044,4.7266088,5.0825057,5.748426,22.34083,25.831863,24.023016,.25,.64999998,5.748426,4.7266088,5.0825057,-.66592032,22.34083,25.831863,24.023016
122,3,2,104.4436,247.6949,654.44202,.37848258,4.6486473,5.512198,6.4837828,21.609922,30.384327,25.624264,.25,.64999998,6.4837828,4.6486473,5.512198,-.97158521,21.609922,30.384327,25.624264
122,4,2,101.164,135.77789,245.79269,.55240816,4.6167431,4.9110203,5.5044885,21.314316,24.11812,22.672918,.25,.64999998,5.5044885,4.6167431,4.9110203,-.59346807,21.314316,24.11812,22.672918
122,5,2,93.576698,74.10141,135.3791,.54736227,4.5387812,4.3054347,4.9080791,20.600534,18.536768,19.541426,.25,.64999998,4.9080791,4.5387812,4.3054347,-.60264444,20.600534,18.536768,19.541426
122,6,2,86.558449,88.893433,150.054,.59240961,4.4608197,4.4874382,5.0109954,19.898912,20.137102,20.017653,.25,.64999998,5.0109954,4.4608197,4.4874382,-.52355695,19.898912,20.137102,20.017653
122,7,2,80.066559,142.4467,218.7594,.65115696,4.3828583,4.9589677,5.3879724,19.209446,24.59136,21.734453,.25,.64999998,5.3879724,4.3828583,4.9589677,-.42900455,19.209446,24.59136,21.734453
122,8,2,74.825348,180.3428,255.373,.70619369,4.3151569,5.1948595,5.5427251,18.620579,26.986565,22.416634,.25,.64999998,5.5427251,4.3151569,5.1948595,-.34786573,18.620579,26.986565,22.416634
122,9,2,82.189789,522.50629,1360.118,.38416246,4.4090309,6.258637,7.2153268,19.439554,39.170536,27.594524,.25,.64999998,7.2153268,4.4090309,6.258637,-.95668977,19.439554,39.170536,27.594524
122,10,2,400.73721,1522.7061,1660.588,.91696799,5.9933057,7.3282442,7.414927,35.919712,53.703163,43.920406,.25,.64999998,7.414927,5.9933057,7.3282442,-.086682715,35.919712,53.703163,43.920406
122,11,2,397.44989,459.58649,891.01257,.51580244,5.9850688,6.1303272,6.7923584,35.821049,37.580914,36.69043,.25,.64999998,6.7923584,5.9850688,6.1303272,-.66203147,35.821049,37.580914,36.69043
122,12,2,367.64111,484.56299,629.59497,.76964241,5.9071074,6.1832476,6.4450769,34.893917,38.232552,36.525108,.25,.64999998,6.4450769,5.9071074,6.1832476,-.26182926,34.893917,38.232552,36.525108
122,13,2,340.06812,217.3054,460.13229,.47226724,5.8291459,5.3813038,6.1315141,33.978943,28.958431,31.368404,.25,.64999998,6.1315141,5.8291459,5.3813038,-.75021029,33.978943,28.958431,31.368404
122,14,2,314.56299,309.90189,430.18729,.72038829,5.7511845,5.7362556,6.0642204,33.076122,32.904629,32.990265,.25,.64999998,6.0642204,5.7511845,5.7362556,-.3279649,33.076122,32.904629,32.990265
122,15,2,290.9707,777.37189,1351.874,.57503277,5.6732225,6.6559191,7.2092471,32.185455,44.301258,37.760509,.25,.64999998,7.2092471,5.6732225,6.6559191,-.55332828,32.185455,44.301258,37.760509
122,16,2,275.2478,842.13361,1476.908,.57020044,5.617672,6.7359385,7.2977061,31.558239,45.372868,37.840294,.25,.64999998,7.2977061,5.617672,6.7359385,-.56176734,31.558239,45.372868,37.840294
122,17,2,278.79431,510.88031,1757.4041,.29070169,5.6304741,6.2361355,7.4715929,31.702238,38.889385,35.1124,.25,.64999998,7.4715929,5.6304741,6.2361355,-1.2354577,31.702238,38.889385,35.1124
122,18,2,257.8847,669.00427,1184.9399,.5645892,5.5525126,6.5057902,7.0774474,30.830397,42.325306,36.123482,.25,.64999998,7.0774474,5.5525126,6.5057902,-.57165688,30.830397,42.325306,36.123482
122,19,2,241.8131,910.80872,763.17212,1.1934513,5.4881649,6.814333,6.6374836,30.119953,46.435135,37.398182,.25,.64999998,6.6374836,5.4881649,6.814333,.17684935,30.119953,46.435135,37.398182
122,20,2,369.52161,671.09668,931.2547,.72063708,5.912209,6.508913,6.8365326,34.954216,42.365948,38.482056,.25,.64999998,6.8365326,5.912209,6.508913,-.32761961,34.954216,42.365948,38.482056
122,21,2,341.8075,417.34921,1280.911,.32582217,5.8342476,6.0339231,7.1553268,34.038445,36.40823,35.203403,.25,.64999998,7.1553268,5.8342476,6.0339231,-1.1214036,34.038445,36.40823,35.203403
122,22,2,316.17191,447.2532,658.81818,.67887199,5.7562861,6.1031251,6.4904475,33.13483,37.248135,35.131336,.25,.64999998,6.4904475,5.7562861,6.1031251,-.38732269,33.13483,37.248135,35.131336
122,23,2,292.45901,740.55212,890.78058,.83135188,5.6783247,6.6073961,6.792098,32.24337,43.657684,37.51894,.25,.64999998,6.792098,5.6783247,6.6073961,-.18470214,32.24337,43.657684,37.51894
122,24,2,273.66821,583.72821,869.68518,.67119485,5.6119165,6.3694353,6.7681313,31.493607,40.569706,35.74474,.25,.64999998,6.7681313,5.6119165,6.3694353,-.3986958,31.493607,40.569706,35.74474
122,25,2,253.14301,596.17688,789.83362,.75481325,5.5339546,6.3905373,6.6718225,30.624653,40.838966,35.364944,.25,.64999998,6.6718225,5.5339546,6.3905373,-.2812849,30.624653,40.838966,35.364944
122,26,2,234.1573,331.54929,702.5423,.47192785,5.4559932,5.8037763,6.5547056,29.767862,33.683819,31.665363,.25,.64999998,6.5547056,5.4559932,5.8037763,-.75092918,29.767862,33.683819,31.665363
122,27,2,216.5955,197.8179,327.11331,.60473818,5.3780317,5.2873468,5.7903066,28.923225,27.956038,28.435518,.25,.64999998,5.7903066,5.3780317,5.2873468,-.50295967,28.923225,27.956038,28.435518
122,28,2,200.3508,182.6172,201.0663,.90824372,5.3000698,5.2073922,5.3036346,28.09074,27.116934,27.599543,.25,.64999998,5.3036346,5.3000698,5.2073922,-.096242525,28.09074,27.116934,27.599543
122,29,2,185.32449,76.754257,157.9334,.4859913,5.2221084,4.3406091,5.0621734,27.270416,18.840887,22.667131,.25,.64999998,5.0621734,5.2221084,4.3406091,-.72156453,27.270416,18.840887,22.667131
122,30,2,171.4252,322.73889,387.71161,.83241999,5.1441469,5.7768435,5.9602618,26.462248,33.371922,29.716932,.25,.64999998,5.9602618,5.1441469,5.7768435,-.18341817,26.462248,33.371922,29.716932
123,1,5,322.2821,1143.3051,1498.328,.76305389,5.7754273,7.0416784,7.3121052,33.35556,49.585236,40.668701,.25,.64999998,7.3121052,5.7754273,7.0416784,-.2704266,33.35556,49.585236,40.668701
123,2,5,273.93979,433.75491,635.93439,.68207496,5.6129084,6.0724797,6.4550953,31.50474,36.875011,34.08427,.25,.64999998,6.4550953,5.6129084,6.0724797,-.38261572,31.50474,36.875011,34.08427
123,3,5,232.8488,451.41519,701.1203,.64384842,5.4503894,6.1123877,6.5526795,29.706745,37.361282,33.314892,.25,.64999998,6.5526795,5.4503894,6.1123877,-.44029194,29.706745,37.361282,33.314892
123,4,5,197.92149,210.4968,419.69489,.50154722,5.2878704,5.3494706,6.0395279,27.961573,28.616837,28.287308,.25,.64999998,6.0395279,5.2878704,5.3494706,-.69005752,27.961573,28.616837,28.287308
123,5,5,168.23331,407.73981,802.68762,.50796825,5.1253519,6.0106292,6.6879654,26.269232,36.127663,30.806589,.25,.64999998,6.6879654,5.1253519,6.0106292,-.67733634,26.269232,36.127663,30.806589
123,6,5,142.99831,252.6674,303.19009,.833363,4.9628329,5.532074,5.7143598,24.629711,30.603842,27.45476,.25,.64999998,5.7143598,4.9628329,5.532074,-.18228596,24.629711,30.603842,27.45476
123,7,5,121.5485,544.45459,900.79742,.60441405,4.8003135,6.2997847,6.8032804,23.043009,39.687286,30.240942,.25,.64999998,6.8032804,4.8003135,6.2997847,-.50349581,23.043009,39.687286,30.240942
123,8,5,103.3163,418.92819,607.94269,.68909156,4.637795,6.0376997,6.4100804,21.509142,36.453819,28.001614,.25,.64999998,6.4100804,4.637795,6.0376997,-.37238112,21.509142,36.453819,28.001614
123,9,5,87.818817,161.29289,252.38721,.6390692,4.475276,5.0832219,5.5309644,20.028095,25.839146,22.748821,.25,.64999998,5.5309644,4.475276,5.0832219,-.44774255,20.028095,25.839146,22.748821
123,10,5,74.646004,69.082123,100.0157,.69071275,4.312757,4.2352958,4.6053271,18.599873,17.937731,18.265802,.25,.64999998,4.6053271,4.312757,4.2352958,-.37003124,18.599873,17.937731,18.265802
123,11,5,63.4491,141.60361,241.4619,.58644289,4.150238,4.9530315,5.4867115,17.224476,24.532522,20.556259,.25,.64999998,5.4867115,4.150238,4.9530315,-.53368002,17.224476,24.532522,20.556259
123,12,5,53.931728,57.715488,81.258186,.71027291,3.9877191,4.0555258,4.3976316,15.901903,16.447289,16.172297,.25,.64999998,4.3976316,3.9877191,4.0555258,-.34210601,15.901903,16.447289,16.172297
123,13,5,45.841969,30.14473,47.163261,.639157,3.8252001,3.4060102,3.8536153,14.632155,11.600905,13.02867,.25,.64999998,3.8536153,3.8252001,3.4060102,-.44760516,14.632155,11.600905,13.02867
123,14,5,38.965679,48.924301,43.63575,1.1211977,3.6626813,3.8902743,3.7758768,13.415235,15.134234,14.248835,.25,.64999998,3.7758768,3.6626813,3.8902743,.11439749,13.415235,15.134234,14.248835
123,15,5,33.120819,21.99324,27.323919,.80490798,3.5001621,3.0907352,3.3077624,12.251135,9.5526438,10.818074,.25,.64999998,3.3077624,3.5001621,3.0907352,-.21702732,12.251135,9.5526438,10.818074
123,16,5,28.1527,20.330339,39.79076,.51093119,3.3376434,3.0121143,3.6836348,11.139863,9.0728321,10.053363,.25,.64999998,3.6836348,3.3376434,3.0121143,-.67152035,11.139863,9.0728321,10.053363
123,17,5,23.9298,58.642288,72.812523,.80538738,3.1751246,4.071456,4.2878881,10.081416,16.576754,12.927381,.25,.64999998,4.2878881,3.1751246,4.071456,-.2164319,10.081416,16.576754,12.927381
123,18,5,20.34033,15.26818,26.13571,.58418846,3.0126057,2.725771,3.2633026,9.0757933,7.4298272,8.2116728,.25,.64999998,3.2633026,3.0126057,2.725771,-.53753161,9.0757933,7.4298272,8.2116728
123,19,5,17.28928,29.96983,41.414539,.72365481,2.8500867,3.4001913,3.7236321,8.1229944,11.561301,9.6908398,.25,.64999998,3.7236321,2.8500867,3.4001913,-.32344079,8.1229944,11.561301,9.6908398
123,20,5,14.69589,20.01219,23.031019,.86892331,2.6875679,2.9963415,3.136842,7.2230215,8.9780626,8.0528717,.25,.64999998,3.136842,2.6875679,2.9963415,-.14050041,7.2230215,8.9780626,8.0528717
123,21,5,12.4915,14.28498,29.02343,.49218786,2.5250485,2.6592085,3.3681035,6.3758698,7.0713902,6.7146306,.25,.64999998,3.3681035,2.5250485,2.6592085,-.70889479,6.3758698,7.0713902,6.7146306
123,22,5,10.61778,8.2268333,8.2364101,.99883723,2.36253,2.1074011,2.1085646,5.5815477,4.4411397,4.9787984,.25,.64999998,2.1085646,2.36253,2.1074011,-.0011634439,5.5815477,4.4411397,4.9787984
123,23,5,9.0251112,3.7536981,6.7394199,.55697644,2.2000108,1.3227415,1.9079739,4.8400474,1.7496451,2.9100456,.25,.64999998,1.9079739,2.2000108,1.3227415,-.58523232,4.8400474,1.7496451,2.9100456
123,24,5,7.6713438,6.5688949,7.4763808,.87861961,2.0374918,1.8823456,2.0117488,4.1513729,3.5432248,3.8352637,.25,.64999998,2.0117488,2.0374918,1.8823456,-.12940323,4.1513729,3.5432248,3.8352637
123,25,5,6.5206432,12.21452,16.24502,.75189322,1.8749731,2.5026255,2.7877865,3.5155239,6.263134,4.6923552,.25,.64999998,2.7877865,1.8749731,2.5026255,-.28516096,3.5155239,6.263134,4.6923552
123,26,5,5.5425458,10.4963,17.65238,.59461105,1.712454,2.3510227,2.8708706,2.9324985,5.527308,4.0260181,.25,.64999998,2.8708706,1.712454,2.3510227,-.51984781,2.9324985,5.527308,4.0260181
123,27,5,4.711164,13.85479,21.25943,.65170091,1.549935,2.6286311,3.0568006,2.4022985,6.9097013,4.0742073,.25,.64999998,3.0568006,1.549935,2.6286311,-.42816955,2.4022985,6.9097013,4.0742073
123,28,5,4.1231899,10.15824,20.068871,.50616902,1.4166272,2.3182852,2.9991698,2.0068326,5.3744464,3.2841458,.25,.64999998,2.9991698,1.4166272,2.3182852,-.68088466,2.0068326,5.3744464,3.2841458
123,29,5,3.5047109,3.8559821,5.8019218,.66460425,1.2541081,1.3496257,1.7581892,1.572787,1.8214896,1.6925765,.25,.64999998,1.7581892,1.2541081,1.3496257,-.40856352,1.572787,1.8214896,1.6925765
123,30,5,2.9790051,2.1955161,3.767051,.58282089,1.0915893,.78641713,1.3262925,1.1915673,.61845189,.85844457,.25,.64999998,1.3262925,1.0915893,.78641713,-.53987533,1.1915673,.61845189,.85844457
124,1,3,459.67209,509.9888,712.11359,.71616215,6.1305132,6.2343888,6.5682373,37.583191,38.867603,38.220001,.25,.64999998,6.5682373,6.1305132,6.2343888,-.33384869,37.583191,38.867603,38.220001
124,2,3,413.7049,525.43842,840.88953,.62486023,6.0251527,6.2642331,6.7344604,36.302464,39.240616,37.742962,.25,.64999998,6.7344604,6.0251527,6.2642331,-.4702273,36.302464,39.240616,37.742962
124,3,3,372.33441,365.7865,544.61243,.67164552,5.9197922,5.90205,6.3000746,35.043938,34.834194,34.938908,.25,.64999998,6.3000746,5.9197922,5.90205,-.39802459,35.043938,34.834194,34.938908
124,4,3,335.10101,633.3717,1359.702,.46581656,5.8144321,6.4510574,7.2150207,33.807621,41.616142,37.509235,.25,.64999998,7.2150207,5.8144321,6.4510574,-.7639634,33.807621,41.616142,37.509235
124,5,3,301.59091,774.76611,1563.569,.49551132,5.7090716,6.6525612,7.3547263,32.593498,44.256569,37.97995,.25,.64999998,7.3547263,5.7090716,6.6525612,-.70216507,32.593498,44.256569,37.97995
124,6,3,271.43179,764.10687,1628.462,.46921995,5.6037107,6.6387076,7.3953915,31.401573,44.072437,37.201397,.25,.64999998,7.3953915,5.6037107,6.6387076,-.75668365,31.401573,44.072437,37.201397
124,7,3,244.2886,318.61511,541.38641,.58851701,5.4983501,5.7639837,6.2941332,30.231853,33.223507,31.6924,.25,.64999998,6.2941332,5.4983501,5.7639837,-.53014946,30.231853,33.223507,31.6924
124,8,3,219.8597,492.0181,552.67047,.89025581,5.3929896,6.1985154,6.3147621,29.084337,38.421593,33.428528,.25,.64999998,6.3147621,5.3929896,6.1985154,-.11624643,29.084337,38.421593,33.428528
124,9,3,197.87379,197.2981,381.40469,.51729333,5.2876296,5.2847157,5.943861,27.959026,27.928219,27.943619,.25,.64999998,5.943861,5.2876296,5.2847157,-.65914518,27.959026,27.928219,27.943619
124,10,3,178.0864,317.0777,399.4715,.79374295,5.1822686,5.7591467,5.9901423,26.855907,33.16777,29.845446,.25,.64999998,5.9901423,5.1822686,5.7591467,-.23099561,26.855907,33.16777,29.845446
124,11,3,160.2778,175.45731,320.30551,.54778111,5.0769086,5.1673956,5.7692752,25.775002,26.701977,26.234396,.25,.64999998,5.7692752,5.0769086,5.1673956,-.60187948,25.775002,26.701977,26.234396
124,12,3,144.25,450.0834,835.71051,.53856379,4.9715481,6.1094327,6.7282825,24.71629,37.325169,30.373339,.25,.64999998,6.7282825,4.9715481,6.1094327,-.61884934,24.71629,37.325169,30.373339
124,13,3,130.2986,343.7439,771.92047,.44531,4.8698287,5.8398967,6.6488814,23.715231,34.104393,28.439297,.25,.64999998,6.6488814,4.8698287,5.8398967,-.80898464,23.715231,34.104393,28.439297
124,14,3,117.2687,137.4474,198.7124,.69169009,4.7644677,4.9232411,5.2918587,22.700153,24.238304,23.456623,.25,.64999998,5.2918587,4.7644677,4.9232411,-.36861727,22.700153,24.238304,23.456623
124,15,3,105.5418,181.55949,365.88489,.49622026,4.6591072,5.2015834,5.902319,21.707279,27.056469,24.234735,.25,.64999998,5.902319,4.6591072,5.2015834,-.70073539,21.707279,27.056469,24.234735
124,16,3,94.987648,76.561157,113.2905,.67579508,4.5537467,4.3380899,4.7299552,20.736609,18.819025,19.754562,.25,.64999998,4.7299552,4.5537467,4.3380899,-.39186537,20.736609,18.819025,19.754562
124,17,3,85.488876,63.277,73.546631,.86036575,4.4483862,4.147522,4.2979198,19.788139,17.201939,18.44978,.25,.64999998,4.2979198,4.4483862,4.147522,-.15039769,19.788139,17.201939,18.44978
124,18,3,76.939987,48.485699,73.991203,.65529007,4.3430257,3.881269,4.303946,18.861872,15.064249,16.856451,.25,.64999998,4.303946,4.3430257,3.881269,-.42267728,18.861872,15.064249,16.856451
124,19,3,69.245987,89.918922,194.71381,.46180046,4.2376652,4.4989085,5.2715306,17.957806,20.240177,19.064867,.25,.64999998,5.2715306,4.2376652,4.4989085,-.77262241,17.957806,20.240177,19.064867
124,20,3,62.3214,165.3532,341.29901,.4844819,4.1323047,5.1080837,5.8327589,17.075941,26.09252,21.108158,.25,.64999998,5.8327589,4.1323047,5.1080837,-.72467518,17.075941,26.09252,21.108158
124,21,3,56.08926,135.63741,332.81451,.40754655,4.0269442,4.9099851,5.8075852,16.21628,24.107954,19.772236,.25,.64999998,5.8075852,4.0269442,4.9099851,-.89760011,16.21628,24.107954,19.772236
124,22,3,50.581268,179.11,335.6788,.53357553,3.9235814,5.1880002,5.816155,15.39449,26.915346,20.355541,.25,.64999998,5.816155,3.9235814,5.1880002,-.62815464,15.39449,26.915346,20.355541
124,23,3,54.9533,195.43851,343.4588,.5690304,4.0064836,5.2752457,5.839067,16.05191,27.828217,21.135185,.25,.64999998,5.839067,4.0064836,5.2752457,-.56382143,16.05191,27.828217,21.135185
124,24,3,57.738892,111.7338,143.99719,.77594429,4.0559311,4.7161193,4.9697938,16.450577,22.241781,19.128254,.25,.64999998,4.9697938,4.0559311,4.7161193,-.25367454,16.450577,22.241781,19.128254
124,25,3,51.965,266.83371,439.69901,.60685539,3.9505703,5.5866256,6.0860906,15.607006,31.210386,22.070358,.25,.64999998,6.0860906,3.9505703,5.5866256,-.49946475,15.607006,31.210386,22.070358
124,26,3,113.0057,162.2742,238.459,.68051195,4.7274384,5.0892873,5.4741974,22.348675,25.900845,24.059292,.25,.64999998,5.4741974,4.7274384,5.0892873,-.3849099,22.348675,25.900845,24.059292
124,27,3,101.7051,196.43851,304.64371,.64481395,4.6220775,5.2803493,5.7191429,21.3636,27.882088,24.406183,.25,.64999998,5.7191429,4.6220775,5.2803493,-.43879345,21.3636,27.882088,24.406183
124,28,3,91.534592,63.72076,135.4628,.47039306,4.516717,4.1545105,4.9086971,20.400732,17.259958,18.764748,.25,.64999998,4.9086971,4.516717,4.1545105,-.75418663,20.400732,17.259958,18.764748
124,29,3,82.381126,44.966301,78.151749,.57537168,4.4113564,3.8059134,4.3586526,19.460066,14.484977,16.78924,.25,.64999998,4.3586526,4.4113564,3.8059134,-.55273902,19.460066,14.484977,16.78924
124,30,3,74.143021,106.03,116.7604,.908099,4.3059959,4.663722,4.7601237,18.541601,21.750303,20.081968,.25,.64999998,4.7601237,4.3059959,4.663722,-.096401878,18.541601,21.750303,20.081968
125,1,5,209.6541,280.72061,581.49237,.48275888,5.345459,5.6373601,6.3655977,28.573933,31.779829,30.134277,.25,.64999998,6.3655977,5.345459,5.6373601,-.72823799,28.573933,31.779829,30.134277
125,2,5,178.20599,254.8667,479.87579,.53110975,5.18294,5.5407405,6.1735272,26.862867,30.699804,28.717325,.25,.64999998,6.1735272,5.18294,5.5407405,-.63278657,26.862867,30.699804,28.717325
125,3,5,151.4751,163.9807,218.7973,.74946398,5.020421,5.0997486,5.3881459,25.204628,26.007437,25.602884,.25,.64999998,5.3881459,5.020421,5.0997486,-.28839701,25.204628,26.007437,25.602884
125,4,5,128.7538,219.7634,503.30661,.43663919,4.8579021,5.3925514,6.2211995,23.599213,29.079611,26.196487,.25,.64999998,6.2211995,4.8579021,5.3925514,-.82864809,23.599213,29.079611,26.196487
125,5,5,109.4407,114.363,97.196777,1.1766131,4.6953826,4.7393775,4.5767374,22.046618,22.461699,22.253191,.25,.64999998,4.5767374,4.6953826,4.7393775,.16264005,22.046618,22.461699,22.253191
125,6,5,93.024643,379.4902,779.95532,.48655376,4.5328646,5.9388289,6.6592364,20.546862,35.269688,26.919907,.25,.64999998,6.6592364,4.5328646,5.9388289,-.7204079,20.546862,35.269688,26.919907
125,7,5,79.070938,196.82179,298.64182,.65905637,4.3703456,5.2822986,5.699245,19.09992,27.902678,23.08547,.25,.64999998,5.699245,4.3703456,5.2822986,-.4169462,19.09992,27.902678,23.08547
125,8,5,67.210297,324.32169,462.22861,.70164782,4.2078266,5.7817359,6.1360598,17.705805,33.428471,24.328543,.25,.64999998,6.1360598,4.2078266,5.7817359,-.35432369,17.705805,33.428471,24.328543
125,9,5,59.575611,265.97379,480.64389,.55336976,4.0872464,5.5833979,6.1751266,16.705584,31.174332,22.820723,.25,.64999998,6.1751266,4.0872464,5.5833979,-.59172887,16.705584,31.174332,22.820723
125,10,5,51.041618,510.84769,502.62369,1.0163622,3.9326413,6.2360716,6.219842,15.465668,38.888588,24.524233,.25,.64999998,6.219842,3.9326413,6.2360716,.016229773,15.465668,38.888588,24.524233
125,11,5,153.9406,708.65558,574.02728,1.234533,5.0365667,6.5633698,6.3526769,25.367004,43.077824,33.05685,.25,.64999998,6.3526769,5.0365667,6.5633698,.21069272,25.367004,43.077824,33.05685
125,12,5,130.8495,561.03491,749.80243,.74824363,4.8740478,6.329783,6.6198096,23.756342,40.066151,30.851664,.25,.64999998,6.6198096,4.8740478,6.329783,-.29002663,23.756342,40.066151,30.851664
125,13,5,111.2221,328.17761,734.14807,.4470183,4.7115293,5.7935548,6.5987105,22.198507,33.565277,27.296503,.25,.64999998,6.5987105,4.7115293,5.7935548,-.80515575,22.198507,33.565277,27.296503
125,14,5,94.538757,348.32169,351.7522,.99024737,4.5490098,5.8531265,5.862927,20.693491,34.25909,26.625931,.25,.64999998,5.862927,4.5490098,5.8531265,-.0098004993,20.693491,34.25909,26.625931
125,15,5,80.357941,254.2787,323.2207,.78670299,4.3864908,5.5384307,5.7783356,19.241302,30.674215,24.294275,.25,.64999998,5.7783356,4.3864908,5.5384307,-.23990449,19.241302,30.674215,24.294275
125,16,5,68.304253,269.51501,485.51349,.55511332,4.2239718,5.5966239,6.1852069,17.841938,31.322199,23.639982,.25,.64999998,6.1852069,4.2239718,5.5966239,-.58858299,17.841938,31.322199,23.639982
125,17,5,58.058609,124.7711,183.743,.67905229,4.0614529,4.8264809,5.2135382,16.495399,23.294918,19.602524,.25,.64999998,5.2135382,4.0614529,4.8264809,-.38705713,16.495399,23.294918,19.602524
125,18,5,49.349819,45.85318,66.085487,.69384646,3.8989341,3.8254445,4.190949,15.201687,14.634026,14.915156,.25,.64999998,4.190949,3.8989341,3.8254445,-.36550456,15.201687,14.634026,14.915156
125,19,5,41.94735,45.109058,72.679131,.62066042,3.7364151,3.809083,4.2860541,13.960798,14.509113,14.232315,.25,.64999998,4.2860541,3.7364151,3.809083,-.47697118,13.960798,14.509113,14.232315
125,20,5,35.655251,76.906479,124.6173,.61714125,3.5738964,4.3425903,4.8252473,12.772736,18.858091,15.519968,.25,.64999998,4.8252473,3.5738964,4.3425903,-.48265734,12.772736,18.858091,15.519968
125,21,5,30.306959,64.018929,83.723213,.76464969,3.4113774,4.1591787,4.4275165,11.637496,17.298767,14.188528,.25,.64999998,4.4275165,3.4113774,4.1591787,-.26833746,11.637496,17.298767,14.188528
125,22,5,25.76092,124.2668,260.33871,.47732741,3.2488587,4.8224311,5.5619836,10.555082,23.255842,15.667397,.25,.64999998,5.5619836,3.2488587,4.8224311,-.73955262,10.555082,23.255842,15.667397
125,23,5,25.736481,76.029556,106.3708,.71475971,3.2479095,4.3311224,4.6669312,10.548917,18.758621,14.067094,.25,.64999998,4.6669312,3.2479095,4.3311224,-.33580887,10.548917,18.758621,14.067094
125,24,5,21.876011,46.270359,110.1529,.42005575,3.0853906,3.8345015,4.7018695,9.5196352,14.703402,11.830935,.25,.64999998,4.7018695,3.0853906,3.8345015,-.86736786,9.5196352,14.703402,11.830935
125,25,5,18.59461,53.884102,64.568359,.83452797,2.9228718,3.9868355,4.1677246,8.5431795,15.894857,11.653009,.25,.64999998,4.1677246,2.9228718,3.9868355,-.18088903,8.5431795,15.894857,11.653009
125,26,5,15.80542,28.439631,45.483551,.62527287,2.7603528,3.3477836,3.8173506,7.6195478,11.207655,9.2410641,.25,.64999998,3.8173506,2.7603528,3.3477836,-.46956712,7.6195478,11.207655,9.2410641
125,27,5,13.4346,12.40529,27.157841,.45678484,2.5978334,2.5181229,3.3016658,6.7487383,6.3409429,6.5416636,.25,.64999998,3.3016658,2.5978334,2.5181229,-.78354281,6.7487383,6.3409429,6.5416636
125,28,5,11.41941,16.55407,25.460951,.65017486,2.4353144,2.806632,3.2371459,5.9307561,7.8771834,6.8350315,.25,.64999998,3.2371459,2.4353144,2.806632,-.43051395,5.9307561,7.8771834,6.8350315
125,29,5,9.706502,19.8529,32.196579,.61661518,2.2727959,2.9883502,3.4718602,5.1656013,8.9302368,6.7919102,.25,.64999998,3.4718602,2.2727959,2.9883502,-.48351014,5.1656013,8.9302368,6.7919102
125,30,5,8.2505274,8.699604,15.743,.5526014,2.1102772,2.1632776,2.7563958,4.45327,4.67977,4.5651155,.25,.64999998,2.7563958,2.1102772,2.1632776,-.59311831,4.45327,4.67977,4.5651155
126,1,3,95.243828,213.9054,339.57941,.62991273,4.5564404,5.3655338,5.8277078,20.761148,28.788954,24.447735,.25,.64999998,5.8277078,4.5564404,5.3655338,-.462174,20.761148,28.788954,24.447735
126,2,3,85.719437,230.7135,227.92661,1.0122272,4.4510794,5.4411769,5.4290237,19.812107,29.606405,24.21911,.25,.64999998,5.4290237,4.4510794,5.4411769,.012153029,19.812107,29.606405,24.21911
126,3,3,77.196053,201.0592,395.47711,.50839657,4.3463483,5.3035994,5.980093,18.890743,28.128166,23.051291,.25,.64999998,5.980093,4.3463483,5.3035994,-.67649347,18.890743,28.128166,23.051291
126,4,3,69.476448,80.95488,78.270531,1.0342958,4.2409878,4.3938918,4.3601713,17.985977,19.306286,18.634441,.25,.64999998,4.3601713,4.2409878,4.3938918,.033720806,17.985977,19.306286,18.634441
126,5,3,62.528801,48.136211,107.0761,.4495514,4.1356273,3.8740346,4.6735396,17.103413,15.008144,16.021563,.25,.64999998,4.6735396,4.1356273,3.8740346,-.79950505,17.103413,15.008144,16.021563
126,6,3,56.275921,66.251717,75.691727,.87528348,4.0302668,4.1934614,4.3266687,16.24305,17.585119,16.900768,.25,.64999998,4.3266687,4.0302668,4.1934614,-.13320747,16.24305,17.585119,16.900768
126,7,3,50.648331,42.378609,72.389381,.58542573,3.9249063,3.7466438,4.2820597,15.404889,14.037339,14.705226,.25,.64999998,4.2820597,3.9249063,3.7466438,-.53541595,15.404889,14.037339,14.705226
126,8,3,45.5835,18.78545,26.415609,.71114957,3.8195457,2.9330826,3.2739551,14.58893,8.602973,11.203043,.25,.64999998,3.2739551,3.8195457,2.9330826,-.3408725,14.58893,8.602973,11.203043
126,9,3,41.02515,29.565941,82.521812,.3582803,3.7141852,3.3866231,4.4130626,13.795172,11.469216,12.578546,.25,.64999998,4.4130626,3.7141852,3.3866231,-1.0264397,13.795172,11.469216,12.578546
126,10,3,36.92263,62.081039,99.638962,.62305987,3.6088247,4.1284409,4.6015534,13.023616,17.044024,14.89882,.25,.64999998,4.6015534,3.6088247,4.1284409,-.47311267,13.023616,17.044024,14.89882
